,metric,value,step
0,Mean Reward Against Episodes,90.63999938964844,0.0
1,Mean Reward Against Episodes,44.959999084472656,5.0
2,Mean Reward Against Episodes,67.4739990234375,10.0
3,Mean Reward Against Episodes,94.08200073242188,15.0
4,Mean Reward Against Episodes,45.88399887084961,20.0
5,Mean Reward Against Episodes,90.72200012207031,25.0
6,Mean Reward Against Episodes,95.28800201416016,30.0
7,Mean Reward Against Episodes,48.07600021362305,35.0
8,Mean Reward Against Episodes,72.73200225830078,40.0
9,Mean Reward Against Episodes,68.74600219726562,45.0
10,Mean Reward Against Episodes,23.992000579833984,50.0
11,Mean Reward Against Episodes,24.506000518798828,55.0
12,Mean Reward Against Episodes,94.63600158691406,60.0
13,Mean Reward Against Episodes,91.27799987792969,65.0
14,Mean Reward Against Episodes,89.43800354003906,70.0
15,Mean Reward Against Episodes,69.79399871826172,75.0
16,Mean Reward Against Episodes,68.89600372314453,80.0
17,Mean Reward Against Episodes,92.6500015258789,85.0
18,Mean Reward Against Episodes,21.416000366210938,90.0
19,Mean Reward Against Episodes,47.81399917602539,95.0
20,Mean Reward Against Episodes,49.119998931884766,100.0
21,Mean Reward Against Episodes,93.53800201416016,105.0
22,Mean Reward Against Episodes,72.3759994506836,110.0
23,Mean Reward Against Episodes,1.9579999446868896,115.0
24,Mean Reward Against Episodes,94.75,120.0
25,Mean Reward Against Episodes,68.21199798583984,125.0
26,Mean Reward Against Episodes,93.6780014038086,130.0
27,Mean Reward Against Episodes,46.94200134277344,135.0
28,Mean Reward Against Episodes,0.4259999990463257,140.0
29,Mean Reward Against Episodes,96.65799713134766,145.0
30,Mean Reward Against Episodes,96.10199737548828,150.0
31,Mean Reward Against Episodes,49.5260009765625,155.0
32,Mean Reward Against Episodes,49.119998931884766,160.0
33,Mean Reward Against Episodes,24.01799964904785,165.0
34,Mean Reward Against Episodes,-20.0,170.0
35,Mean Reward Against Episodes,-20.0,175.0
36,Mean Reward Against Episodes,23.9060001373291,180.0
