,metric,value,step
0,Steps per episode,528.0,0.0
1,Steps per episode,368.0,5.0
2,Steps per episode,433.20001220703125,10.0
3,Steps per episode,482.3999938964844,15.0
4,Steps per episode,362.79998779296875,20.0
5,Steps per episode,422.3999938964844,25.0
6,Steps per episode,468.20001220703125,30.0
7,Steps per episode,527.0,35.0
8,Steps per episode,344.6000061035156,40.0
9,Steps per episode,448.6000061035156,45.0
10,Steps per episode,431.20001220703125,50.0
11,Steps per episode,403.79998779296875,55.0
12,Steps per episode,376.0,60.0
13,Steps per episode,353.0,65.0
14,Steps per episode,349.0,70.0
15,Steps per episode,458.79998779296875,75.0
16,Steps per episode,495.20001220703125,80.0
17,Steps per episode,464.6000061035156,85.0
18,Steps per episode,273.6000061035156,90.0
19,Steps per episode,465.0,95.0
20,Steps per episode,376.0,100.0
21,Steps per episode,528.0,105.0
22,Steps per episode,473.79998779296875,110.0
23,Steps per episode,528.0,115.0
24,Steps per episode,426.20001220703125,120.0
25,Steps per episode,364.79998779296875,125.0
26,Steps per episode,503.0,130.0
27,Steps per episode,475.20001220703125,135.0
28,Steps per episode,423.79998779296875,140.0
29,Steps per episode,382.6000061035156,145.0
30,Steps per episode,528.0,150.0
31,Steps per episode,411.3999938964844,155.0
32,Steps per episode,528.0,160.0
33,Steps per episode,371.6000061035156,165.0
34,Steps per episode,433.3999938964844,170.0
35,Steps per episode,384.3999938964844,175.0
36,Steps per episode,528.0,180.0
37,Steps per episode,423.0,185.0
38,Steps per episode,429.20001220703125,190.0
39,Steps per episode,506.3999938964844,195.0
40,Steps per episode,528.0,200.0
41,Steps per episode,528.0,205.0
42,Steps per episode,398.6000061035156,210.0
43,Steps per episode,425.20001220703125,215.0
44,Steps per episode,405.79998779296875,220.0
45,Steps per episode,433.79998779296875,225.0
46,Steps per episode,528.0,230.0
47,Steps per episode,401.79998779296875,235.0
48,Steps per episode,528.0,240.0
49,Steps per episode,442.0,245.0
50,Steps per episode,512.0,250.0
51,Steps per episode,513.0,255.0
52,Steps per episode,528.0,260.0
53,Steps per episode,506.0,265.0
54,Steps per episode,491.0,270.0
55,Steps per episode,528.0,275.0
56,Steps per episode,384.0,280.0
57,Steps per episode,451.0,285.0
58,Steps per episode,222.1999969482422,290.0
59,Steps per episode,486.3999938964844,295.0
60,Steps per episode,528.0,300.0
61,Steps per episode,463.20001220703125,305.0
62,Steps per episode,463.0,310.0
63,Steps per episode,401.3999938964844,315.0
64,Steps per episode,434.3999938964844,320.0
65,Steps per episode,291.20001220703125,325.0
66,Steps per episode,435.79998779296875,330.0
67,Steps per episode,463.20001220703125,335.0
68,Steps per episode,528.0,340.0
69,Steps per episode,528.0,345.0
70,Steps per episode,280.3999938964844,350.0
71,Steps per episode,508.0,355.0
72,Steps per episode,395.79998779296875,360.0
73,Steps per episode,423.20001220703125,365.0
74,Steps per episode,424.3999938964844,370.0
75,Steps per episode,445.3999938964844,375.0
76,Steps per episode,441.6000061035156,380.0
77,Steps per episode,528.0,385.0
78,Steps per episode,423.6000061035156,390.0
79,Steps per episode,528.0,395.0
80,Steps per episode,528.0,400.0
81,Steps per episode,445.79998779296875,405.0
82,Steps per episode,467.0,410.0
83,Steps per episode,528.0,415.0
84,Steps per episode,424.0,420.0
85,Steps per episode,528.0,425.0
86,Steps per episode,528.0,430.0
87,Steps per episode,498.79998779296875,435.0
88,Steps per episode,447.3999938964844,440.0
89,Steps per episode,528.0,445.0
90,Steps per episode,333.79998779296875,450.0
91,Steps per episode,528.0,455.0
92,Steps per episode,351.6000061035156,460.0
93,Steps per episode,462.79998779296875,465.0
94,Steps per episode,528.0,470.0
95,Steps per episode,398.79998779296875,475.0
96,Steps per episode,528.0,480.0
97,Steps per episode,528.0,485.0
98,Steps per episode,491.79998779296875,490.0
