,metric,value,step
0,Steps per episode,425.0,0.0
1,Steps per episode,750.0,5.0
2,Steps per episode,750.0,10.0
3,Steps per episode,735.2000122070312,15.0
4,Steps per episode,723.4000244140625,20.0
5,Steps per episode,750.0,25.0
6,Steps per episode,750.0,30.0
7,Steps per episode,750.0,35.0
8,Steps per episode,696.0,40.0
9,Steps per episode,750.0,45.0
10,Steps per episode,750.0,50.0
11,Steps per episode,750.0,55.0
12,Steps per episode,720.5999755859375,60.0
13,Steps per episode,750.0,65.0
14,Steps per episode,677.5999755859375,70.0
15,Steps per episode,576.4000244140625,75.0
16,Steps per episode,750.0,80.0
17,Steps per episode,657.0,85.0
18,Steps per episode,750.0,90.0
19,Steps per episode,681.7999877929688,95.0
20,Steps per episode,750.0,100.0
21,Steps per episode,692.5999755859375,105.0
22,Steps per episode,750.0,110.0
23,Steps per episode,644.4000244140625,115.0
24,Steps per episode,662.7999877929688,120.0
25,Steps per episode,750.0,125.0
26,Steps per episode,577.2000122070312,130.0
27,Steps per episode,646.7999877929688,135.0
28,Steps per episode,750.0,140.0
29,Steps per episode,750.0,145.0
30,Steps per episode,750.0,150.0
31,Steps per episode,750.0,155.0
32,Steps per episode,739.0,160.0
33,Steps per episode,750.0,165.0
34,Steps per episode,750.0,170.0
35,Steps per episode,736.2000122070312,175.0
36,Steps per episode,750.0,180.0
37,Steps per episode,694.0,185.0
38,Steps per episode,750.0,190.0
39,Steps per episode,686.2000122070312,195.0
40,Steps per episode,750.0,200.0
41,Steps per episode,674.4000244140625,205.0
42,Steps per episode,647.5999755859375,210.0
43,Steps per episode,707.5999755859375,215.0
44,Steps per episode,750.0,220.0
45,Steps per episode,750.0,225.0
46,Steps per episode,750.0,230.0
47,Steps per episode,750.0,235.0
48,Steps per episode,746.5999755859375,240.0
49,Steps per episode,706.7999877929688,245.0
50,Steps per episode,664.2000122070312,250.0
51,Steps per episode,733.4000244140625,255.0
52,Steps per episode,737.0,260.0
53,Steps per episode,715.2000122070312,265.0
54,Steps per episode,712.4000244140625,270.0
55,Steps per episode,653.7999877929688,275.0
56,Steps per episode,683.7999877929688,280.0
57,Steps per episode,750.0,285.0
58,Steps per episode,750.0,290.0
59,Steps per episode,750.0,295.0
60,Steps per episode,750.0,300.0
61,Steps per episode,619.0,305.0
62,Steps per episode,750.0,310.0
63,Steps per episode,695.0,315.0
64,Steps per episode,750.0,320.0
65,Steps per episode,673.4000244140625,325.0
66,Steps per episode,702.2000122070312,330.0
67,Steps per episode,750.0,335.0
68,Steps per episode,690.7999877929688,340.0
69,Steps per episode,728.4000244140625,345.0
70,Steps per episode,750.0,350.0
71,Steps per episode,708.2000122070312,355.0
72,Steps per episode,750.0,360.0
73,Steps per episode,673.7999877929688,365.0
74,Steps per episode,702.0,370.0
75,Steps per episode,732.2000122070312,375.0
76,Steps per episode,750.0,380.0
77,Steps per episode,685.7999877929688,385.0
78,Steps per episode,574.4000244140625,390.0
79,Steps per episode,750.0,395.0
80,Steps per episode,750.0,400.0
81,Steps per episode,713.4000244140625,405.0
82,Steps per episode,750.0,410.0
83,Steps per episode,750.0,415.0
84,Steps per episode,610.0,420.0
85,Steps per episode,686.5999755859375,425.0
86,Steps per episode,723.0,430.0
87,Steps per episode,639.7999877929688,435.0
88,Steps per episode,750.0,440.0
89,Steps per episode,750.0,445.0
90,Steps per episode,668.7999877929688,450.0
91,Steps per episode,656.4000244140625,455.0
92,Steps per episode,736.7999877929688,460.0
93,Steps per episode,667.5999755859375,465.0
94,Steps per episode,721.5999755859375,470.0
95,Steps per episode,750.0,475.0
96,Steps per episode,750.0,480.0
97,Steps per episode,750.0,485.0
98,Steps per episode,750.0,490.0
99,Steps per episode,730.4000244140625,495.0
100,Steps per episode,659.2000122070312,500.0
101,Steps per episode,638.7999877929688,505.0
102,Steps per episode,750.0,510.0
103,Steps per episode,668.2000122070312,515.0
104,Steps per episode,750.0,520.0
105,Steps per episode,672.2000122070312,525.0
106,Steps per episode,750.0,530.0
107,Steps per episode,734.0,535.0
108,Steps per episode,750.0,540.0
109,Steps per episode,738.0,545.0
110,Steps per episode,750.0,550.0
111,Steps per episode,718.0,555.0
112,Steps per episode,750.0,560.0
113,Steps per episode,639.7999877929688,565.0
114,Steps per episode,658.2000122070312,570.0
115,Steps per episode,574.2000122070312,575.0
116,Steps per episode,703.2000122070312,580.0
117,Steps per episode,641.5999755859375,585.0
118,Steps per episode,750.0,590.0
119,Steps per episode,750.0,595.0
120,Steps per episode,572.5999755859375,600.0
121,Steps per episode,750.0,605.0
122,Steps per episode,634.2000122070312,610.0
123,Steps per episode,648.4000244140625,615.0
124,Steps per episode,750.0,620.0
125,Steps per episode,750.0,625.0
126,Steps per episode,690.7999877929688,630.0
127,Steps per episode,743.5999755859375,635.0
128,Steps per episode,750.0,640.0
129,Steps per episode,688.5999755859375,645.0
130,Steps per episode,747.0,650.0
131,Steps per episode,634.2000122070312,655.0
132,Steps per episode,750.0,660.0
133,Steps per episode,750.0,665.0
134,Steps per episode,705.7999877929688,670.0
135,Steps per episode,624.4000244140625,675.0
136,Steps per episode,679.7999877929688,680.0
137,Steps per episode,750.0,685.0
138,Steps per episode,524.7999877929688,690.0
139,Steps per episode,645.2000122070312,695.0
140,Steps per episode,662.7999877929688,700.0
141,Steps per episode,741.0,705.0
