,metric,value,step
34,reward_against_steps,-2.0,157703.0
35,reward_against_steps,-2.0,162703.0
36,reward_against_steps,-2.0,167703.0
37,reward_against_steps,-2.0,172703.0
38,reward_against_steps,-2.0,177703.0
39,reward_against_steps,-2.0,182703.0
40,reward_against_steps,-2.0,187703.0
41,reward_against_steps,-2.0,192703.0
42,reward_against_steps,-2.0,197703.0
43,reward_against_steps,-2.0,202703.0
44,reward_against_steps,-2.0,207703.0
45,reward_against_steps,-2.0,212703.0
46,reward_against_steps,-2.0,217703.0
47,reward_against_steps,-2.0,222703.0
48,reward_against_steps,-2.0,227703.0
49,reward_against_steps,-2.0,232703.0
