,metric,value,step
0,loss,0.0009087640792131424,0.0
1,loss,-0.002160662552341819,10.0
2,loss,-0.0028628497384488583,20.0
3,loss,-0.002984906081110239,30.0
4,loss,-0.0032279242295771837,40.0
5,loss,-0.00358951510861516,50.0
6,loss,-0.0034848975483328104,60.0
7,loss,-0.002185048069804907,70.0
8,loss,-0.0023384569212794304,80.0
9,loss,-0.0023595814127475023,90.0
10,loss,-0.002230072859674692,100.0
11,loss,-0.002818015171214938,110.0
12,loss,-0.002795062493532896,120.0
13,loss,-0.0021805837750434875,130.0
14,loss,-0.002503463998436928,140.0
15,loss,-0.003216722048819065,150.0
16,loss,-0.0027316438499838114,160.0
17,loss,-0.002433579182252288,170.0
18,loss,-0.0028072006534785032,180.0
19,loss,-0.0031409289222210646,190.0
20,loss,-0.002754991641268134,200.0
21,loss,-0.002704543061554432,210.0
22,loss,-0.0032940080855041742,220.0
23,loss,-0.0027152763213962317,230.0
24,loss,-0.0026237971615046263,240.0
25,loss,-0.0023715391289442778,250.0
26,loss,-0.002900696825236082,260.0
27,loss,-0.0029520990792661905,270.0
28,loss,-0.003409254364669323,280.0
29,loss,-0.0030780488159507513,290.0
30,loss,-0.0029452515300363302,300.0
31,loss,-0.002943658269941807,310.0
32,loss,-0.002882095053792,320.0
33,loss,-0.0034788139164447784,330.0
34,loss,-0.002316693775355816,340.0
35,loss,-0.0034563892986625433,350.0
36,loss,-0.003556971438229084,360.0
37,loss,-0.00298852170817554,370.0
38,loss,-0.0022863149642944336,380.0
39,loss,-0.0027514335233718157,390.0
40,loss,-0.00275174668058753,400.0
41,loss,-0.0027219972107559443,410.0
42,loss,-0.00245487317442894,420.0
43,loss,-0.00301516056060791,430.0
44,loss,-0.002933615120127797,440.0
45,loss,-0.003320026211440563,450.0
46,loss,-0.0028744926676154137,460.0
47,loss,-0.003593294881284237,470.0
48,loss,-0.0026486641727387905,480.0
49,loss,-0.0032368164975196123,490.0
50,loss,-0.0030961662996560335,500.0
51,loss,-0.002839857479557395,510.0
52,loss,-0.003223030362278223,520.0
53,loss,-0.0035361682530492544,530.0
54,loss,-0.00284107425250113,540.0
55,loss,-0.00328311906196177,550.0
56,loss,-0.0031845085322856903,560.0
57,loss,-0.0031332445796579123,570.0
58,loss,-0.002840575762093067,580.0
59,loss,-0.0031817222479730844,590.0
60,loss,-0.0032654760871082544,600.0
61,loss,-0.0029552180785685778,610.0
62,loss,-0.0034922920167446136,620.0
63,loss,-0.0037938817404210567,630.0
64,loss,-0.00365196424536407,640.0
65,loss,-0.0029720887541770935,650.0
66,loss,-0.0035773669369518757,660.0
67,loss,-0.0034479142632335424,670.0
68,loss,-0.0033091711811721325,680.0
69,loss,-0.003832757705822587,690.0
70,loss,-0.0038815480656921864,700.0
71,loss,-0.0035333011765033007,710.0
72,loss,-0.0035637393593788147,720.0
73,loss,-0.0032273402903229,730.0
74,loss,-0.003748976858332753,740.0
75,loss,-0.0038716387934982777,750.0
76,loss,-0.003871041815727949,760.0
77,loss,-0.0035439946223050356,770.0
78,loss,-0.003618309972807765,780.0
79,loss,-0.003846097271889448,790.0
80,loss,-0.004113399423658848,800.0
81,loss,-0.0037687167059630156,810.0
82,loss,-0.003699222579598427,820.0
83,loss,-0.0038054988253861666,830.0
84,loss,-0.004117184318602085,840.0
85,loss,-0.0040419744327664375,850.0
86,loss,-0.003203459782525897,860.0
87,loss,-0.004178653471171856,870.0
88,loss,-0.0038243329618126154,880.0
89,loss,-0.0035743277985602617,890.0
90,loss,-0.003866121405735612,900.0
91,loss,-0.0035308185033500195,910.0
92,loss,-0.0033966393675655127,920.0
93,loss,-0.0033752182498574257,930.0
94,loss,-0.003650948405265808,940.0
95,loss,-0.0032701347954571247,950.0
96,loss,-0.0038288638461381197,960.0
97,loss,-0.0035472852177917957,970.0
98,loss,-0.0037514318246394396,980.0
99,loss,-0.0038181417621672153,990.0
0,reward_against_episodes,99.23100280761719,0.0
1,reward_against_episodes,28.3612003326416,10.0
2,reward_against_episodes,28.283899307250977,20.0
3,reward_against_episodes,68.7594985961914,30.0
4,reward_against_episodes,48.61149978637695,40.0
5,reward_against_episodes,58.55329895019531,50.0
6,reward_against_episodes,28.185800552368164,60.0
7,reward_against_episodes,38.148101806640625,70.0
8,reward_against_episodes,-2.0,80.0
9,reward_against_episodes,38.30820083618164,90.0
10,reward_against_episodes,28.36050033569336,100.0
11,reward_against_episodes,8.100299835205078,110.0
12,reward_against_episodes,28.375099182128906,120.0
13,reward_against_episodes,8.020299911499023,130.0
14,reward_against_episodes,18.079099655151367,140.0
15,reward_against_episodes,18.226900100708008,150.0
16,reward_against_episodes,8.06350040435791,160.0
17,reward_against_episodes,8.152799606323242,170.0
18,reward_against_episodes,-2.0,180.0
19,reward_against_episodes,-2.0,190.0
