,metric,value,step
0,loss,0.9089305400848389,0.0
1,loss,0.0030172052793204784,10.0
2,loss,0.002427254570648074,20.0
3,loss,-0.0003841882571578026,30.0
4,loss,-0.0009708496509119868,40.0
5,loss,-0.001663052011281252,50.0
6,loss,-0.0025457239244133234,60.0
7,loss,-0.0033943222369998693,70.0
8,loss,0.7714898586273193,80.0
9,loss,-0.005086577497422695,90.0
10,loss,-0.005576254799962044,100.0
11,loss,-0.006200211588293314,110.0
12,loss,-0.0061093587428331375,120.0
13,loss,-0.007379668764770031,130.0
14,loss,-0.007634449750185013,140.0
15,loss,-0.007872571237385273,150.0
16,loss,-0.007829527370631695,160.0
17,loss,-0.008404920808970928,170.0
18,loss,-0.007969615049660206,180.0
19,loss,-0.009266478940844536,190.0
20,loss,-0.008589282631874084,200.0
21,loss,-0.008875792846083641,210.0
22,loss,-0.008930138312280178,220.0
23,loss,-0.009127390570938587,230.0
24,loss,-0.008970026858150959,240.0
25,loss,-0.009195721708238125,250.0
26,loss,-0.009477326646447182,260.0
27,loss,-0.008578761480748653,270.0
28,loss,-0.009610588662326336,280.0
29,loss,-0.009097354486584663,290.0
30,loss,-0.008919977582991123,300.0
31,loss,-0.009310433641076088,310.0
32,loss,-0.009081633761525154,320.0
33,loss,-0.009716158732771873,330.0
34,loss,-0.00955972820520401,340.0
35,loss,-0.009699536487460136,350.0
36,loss,-0.010166187770664692,360.0
37,loss,-0.009797116741538048,370.0
38,loss,-0.010264554060995579,380.0
39,loss,-0.010597333312034607,390.0
40,loss,-0.010374309495091438,400.0
41,loss,-0.010282345116138458,410.0
42,loss,-0.010451726615428925,420.0
43,loss,-0.010692357085645199,430.0
44,loss,-0.010831736959517002,440.0
45,loss,-0.010776110924780369,450.0
46,loss,-0.010760840028524399,460.0
47,loss,-0.010677158832550049,470.0
48,loss,-0.011017578653991222,480.0
49,loss,-0.01107849832624197,490.0
0,reward_against_episodes,98.76300048828125,0.0
1,reward_against_episodes,99.61000061035156,10.0
2,reward_against_episodes,99.3949966430664,20.0
3,reward_against_episodes,-2.0,30.0
4,reward_against_episodes,-2.0,40.0
5,reward_against_episodes,-2.0,50.0
6,reward_against_episodes,99.55999755859375,60.0
7,reward_against_episodes,-2.0,70.0
8,reward_against_episodes,98.99800109863281,80.0
9,reward_against_episodes,-2.0,90.0
10,reward_against_episodes,-2.0,100.0
11,reward_against_episodes,-2.0,110.0
12,reward_against_episodes,-2.0,120.0
13,reward_against_episodes,-2.0,130.0
14,reward_against_episodes,-2.0,140.0
15,reward_against_episodes,-2.0,150.0
16,reward_against_episodes,-2.0,160.0
17,reward_against_episodes,-2.0,170.0
18,reward_against_episodes,-2.0,180.0
19,reward_against_episodes,98.02300262451172,190.0
20,reward_against_episodes,-2.0,200.0
21,reward_against_episodes,-2.0,210.0
22,reward_against_episodes,-2.0,220.0
23,reward_against_episodes,-2.0,230.0
24,reward_against_episodes,-2.0,240.0
25,reward_against_episodes,-2.0,250.0
26,reward_against_episodes,-2.0,260.0
27,reward_against_episodes,-2.0,270.0
28,reward_against_episodes,-2.0,280.0
29,reward_against_episodes,-2.0,290.0
30,reward_against_episodes,-2.0,300.0
31,reward_against_episodes,-2.0,310.0
32,reward_against_episodes,-2.0,320.0
33,reward_against_episodes,-2.0,330.0
34,reward_against_episodes,-2.0,340.0
35,reward_against_episodes,-2.0,350.0
36,reward_against_episodes,-2.0,360.0
37,reward_against_episodes,-2.0,370.0
38,reward_against_episodes,-2.0,380.0
39,reward_against_episodes,-2.0,390.0
40,reward_against_episodes,-2.0,400.0
41,reward_against_episodes,-2.0,410.0
42,reward_against_episodes,-2.0,420.0
43,reward_against_episodes,-2.0,430.0
44,reward_against_episodes,-2.0,440.0
45,reward_against_episodes,-2.0,450.0
46,reward_against_episodes,-2.0,460.0
47,reward_against_episodes,-2.0,470.0
48,reward_against_episodes,-2.0,480.0
49,reward_against_episodes,-2.0,490.0
0,reward_against_steps,98.76300048828125,310.0
1,reward_against_steps,99.61000061035156,4019.0
2,reward_against_steps,99.3949966430664,7047.0
3,reward_against_steps,-2.0,10642.0
4,reward_against_steps,-2.0,14705.0
5,reward_against_steps,-2.0,18910.0
6,reward_against_steps,99.55999755859375,23020.0
7,reward_against_steps,-2.0,26946.0
8,reward_against_steps,98.99800109863281,29648.0
9,reward_against_steps,-2.0,33958.0
10,reward_against_steps,-2.0,38221.0
11,reward_against_steps,-2.0,42407.0
12,reward_against_steps,-2.0,46396.0
13,reward_against_steps,-2.0,51345.0
14,reward_against_steps,-2.0,55970.0
15,reward_against_steps,-2.0,60270.0
16,reward_against_steps,-2.0,64780.0
17,reward_against_steps,-2.0,69780.0
18,reward_against_steps,-2.0,74780.0
19,reward_against_steps,98.02300262451172,79775.0
20,reward_against_steps,-2.0,84775.0
21,reward_against_steps,-2.0,89616.0
22,reward_against_steps,-2.0,94616.0
23,reward_against_steps,-2.0,99616.0
24,reward_against_steps,-2.0,104616.0
25,reward_against_steps,-2.0,109616.0
26,reward_against_steps,-2.0,114616.0
27,reward_against_steps,-2.0,119616.0
28,reward_against_steps,-2.0,124616.0
29,reward_against_steps,-2.0,129616.0
30,reward_against_steps,-2.0,134616.0
31,reward_against_steps,-2.0,139616.0
32,reward_against_steps,-2.0,144616.0
33,reward_against_steps,-2.0,149616.0
34,reward_against_steps,-2.0,154616.0
35,reward_against_steps,-2.0,159616.0
36,reward_against_steps,-2.0,164616.0
37,reward_against_steps,-2.0,169616.0
38,reward_against_steps,-2.0,174616.0
39,reward_against_steps,-2.0,179616.0
40,reward_against_steps,-2.0,184616.0
41,reward_against_steps,-2.0,189616.0
42,reward_against_steps,-2.0,194616.0
43,reward_against_steps,-2.0,199616.0
44,reward_against_steps,-2.0,204616.0
45,reward_against_steps,-2.0,209616.0
46,reward_against_steps,-2.0,214616.0
47,reward_against_steps,-2.0,219616.0
48,reward_against_steps,-2.0,224616.0
49,reward_against_steps,-2.0,229616.0
